# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.091 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.091 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.111 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.110 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.091 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.111 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.091 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.101 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.111 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.120 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.111 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.110 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.091 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.091 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.091 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.120 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.091 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.091 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.101 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.120 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.101 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.120 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.101 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.101 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.110 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.090 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.101 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.120 us    |      os_acquire_spinlock [nvidia]();
  4)   0.091 us    |      os_release_spinlock [nvidia]();
  4)   0.090 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.100 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.090 us    |      os_release_spinlock [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
  4)   0.100 us    |      os_release_spinlock [nvidia]();
  4)   0.100 us    |      os_get_current_tick [nvidia]();
  4)   0.091 us    |      os_get_current_tick [nvidia]();
  4)   0.090 us    |      os_get_current_thread [nvidia]();
  4)   0.090 us    |      os_get_cpu_number [nvidia]();
  4)   0.100 us    |      os_acquire_spinlock [nvidia]();
